0,1
96120,0
96060,1749
96018,625
95648,12
95642,13
95640,14
95586,520
95584,519
95582,10
95580,11
94984,594
94980,1455
94932,2208
94930,51
94928,1
94922,2
94920,3
94860,629
94752,628
94749,593
94744,1099
94702,1632
94688,53
94520,1778
94516,52
94512,627
94508,2251
94442,19
94380,22
94144,27
94140,28
94028,636
94024,26
94022,33
93960,526
93727,1087
93726,442
93720,34
93604,23
93602,24
93600,25
93548,642
93542,542
93486,2184
93426,1395
93368,1393
93362,20
93360,21
93248,1755
93244,35
93240,36
93190,647
93180,37
93060,444
93002,44
93000,43
92940,443
92884,1859
92832,662
92820,451
92702,1849
92582,31
92580,32
92528,1319
92524,38
92520,40
92290,45
92282,46
92220,478
92166,483
92106,484
92050,1328
92044,479
92042,480
91800,41
91684,1509
91682,687
91680,1155
91628,1751
91626,1159
91620,530
91565,490
91562,491
91500,54
91380,56
91208,495
91142,598
91140,599
91020,50
90968,1858
90960,494
90908,1330
90844,29
90842,492
90840,493
90722,497
90668,707
90660,496
90612,715
90606,716
90544,602
90542,550
90362,498
90360,499
90060,601
89950,1797
89946,725
89886,1320
89882,603
89826,726
89762,500
89522,605
89520,551
89412,739
89408,501
89406,502
89400,503
89222,59
89170,1844
89166,57
89160,58
89108,1932
89102,504
88928,1776
88922,1154
88920,1137
88868,1160
88622,758
88566,762
88564,763
88504,505
88500,6
88446,60
88440,61
88324,463
88322,527
88320,607
88260,62
88150,1337
88142,64
88106,610
88104,1777
88098,779
88088,611
88084,609
88080,778
88028,1832
88026,769
87962,63
87784,65
87780,66
87730,68
87726,785
87542,508
87482,1475
87480,1158
87300,509
87248,790
87244,510
87242,511
87188,1342
87184,506
87180,507
87126,70
87124,71
87120,72
87060,69
86822,75
86766,2212
86764,1806
86702,76
86644,1420
86522,701
86402,73
86400,74
86344,783
86166,823
86164,612
86160,613
85990,77
85988,614
85982,562
85980,563
85810,1494
85682,80
85680,81
85624,85
85562,89
85560,90
85508,1349
85506,2173
85502,2216
85394,2228
85324,615
85322,579
85260,79
85208,2217
85205,842
85202,93
85144,604
85086,98
85080,99
85020,91
84966,2086
84786,1300
84782,1157
84664,1426
84660,1199
84546,512
84540,513
84426,1355
84360,100
84070,2153
84008,684
83948,693
83942,514
83892,2088
83884,924
83764,1510
83580,524
83526,918
83524,920
83522,919
83520,921
83464,595
83348,2000
83286,710
83284,690
83282,515
83112,1537
83110,101
83104,616
83102,617
83100,618
82862,722
82808,1752
82802,956
82442,884
82440,552
82392,2266
82386,806
82384,1000
82380,999
82322,812
82264,982
82262,980
82260,981
82206,784
82200,1006
82146,1271
82086,1107
82022,529
81964,1156
81960,928
81788,78
81724,468
81720,1020
81606,883
81600,528
81548,694
81544,733
81484,103
81480,104
81248,1645
81246,686
81240,1039
81184,1062
81126,107
81124,108
81120,109
81064,922
81060,927
81002,908
81000,907
80940,8
80890,1861
80880,1071
80700,1057
80644,706
80528,1833
80524,110
80520,111
80462,889
80460,516
80402,7
80280,846
80222,1066
80100,570
80050,2130
80048,1515
80040,112
79982,1035
79930,1093
79920,1047
79802,1092
79800,875
79742,1302
79690,1458
79688,689
79684,1056
79680,572
79628,113
79620,114
79564,115
79562,116
79502,829
79450,117
79448,118
79444,1030
79440,1054
79382,1096
79320,1200
79260,121
78960,119
78904,124
78900,125
78786,1917
78785,123
78732,2307
78728,1095
78726,1094
78660,122
78602,2317
78428,2175
78420,126
78251,2102
78250,1530
78240,127
78186,82
78184,128
78182,129
78068,1918
78000,130
77769,97
77764,131
77762,132
77760,133
77708,1886
77706,688
77700,1048
77650,135
77648,1161
77646,895
77644,896
77640,489
77582,137
77524,2070
77520,841
77462,134
77404,2176
77288,709
77286,140
77284,630
77282,517
77220,146
77102,142
77100,143
77044,1549
76988,148
76982,149
76980,150
76920,153
76862,17
76860,18
76806,2174
76804,1542
76802,1548
76800,1298
76744,151
76740,152
76686,141
76684,1218
76682,450
76622,156
76620,157
76562,4
76560,474
76324,771
76268,1429
76262,155
76084,770
76082,692
76040,1089
76038,1088
76030,2315
76028,1090
76022,1091
76020,2065
75968,1644
75840,445
75788,159
75786,843
75782,845
75780,995
75604,42
75602,931
75600,847
75432,1496
75428,1219
75422,173
75420,1040
75366,837
75364,1097
75362,937
75360,518
75302,713
75300,714
75182,169
75180,170
75134,183
75132,182
75124,184
75122,2289
75120,185
75070,2308
75069,1392
75068,1391
75026,186
75022,1194
75018,171
75014,892
75008,2223
75004,2004
75000,459
74950,1641
74946,187
74943,188
74942,189
74940,190
74704,181
74700,878
74640,192
74580,1086
74524,2053
74344,2151
74342,2304
74340,1297
74290,1642
74288,191
74284,1141
74280,1043
74230,2316
74228,1497
74226,668
74220,534
74168,1635
74162,1109
74050,1643
74048,1522
74046,120
74044,1221
74043,194
74042,195
74040,196
73864,1551
73802,202
73688,1831
73684,197
73682,200
73631,2087
73630,2061
73627,1190
73626,654
73620,1085
73508,1897
73502,1427
73500,949
73384,1301
73380,1060
73266,204
73264,205
73208,203
73206,1523
73202,207
73152,1541
73096,2346
73090,1276
73088,2357
73086,2340
73084,2351
73030,2369
73028,1498
73022,817
73020,818
72970,673
72969,1514
72966,452
72908,1877
72902,798
72900,799
72844,482
72784,208
72782,209
72780,210
72606,1922
72604,1923
72546,1100
72542,1184
72540,915
72490,1894
72488,1214
72486,699
72480,216
72426,764
72424,218
72362,224
72248,2295
72242,221
72240,222
72191,1222
72190,885
72186,227
72184,226
72182,886
72180,887
72120,600
72066,1928
72062,231
72004,228
72002,229
71940,237
71886,30
71826,147
71822,984
71766,239
71764,240
71707,199
71706,198
71704,86
71700,1098
71642,241
71640,242
71344,243
71284,2177
71280,736
71228,96
71220,991
71170,244
71168,2318
71164,1306
71160,245
71113,1875
71112,1830
71106,620
71100,1015
71048,1521
71046,1275
71045,2397
71044,1631
70984,472
70982,1024
70980,854
70920,178
70860,95
70802,246
70800,247
70740,891
70691,2085
70690,2071
70684,464
70680,745
70622,1185
70620,1186
70564,904
70562,903
70508,223
70500,1017
70448,2183
70380,144
70322,658
70320,1544
70142,819
70140,820
70084,2227
70080,1296
70024,248
69960,1229
69911,1528
69910,1529
69906,238
69904,250
69900,251
69783,800
69782,801
69780,802
69720,256
69542,942
69540,943
69428,206
69425,215
69424,214
69422,958
69420,973
69366,1360
69304,258
69246,262
69244,261
69242,263
69240,264
69186,265
69126,94
69120,910
69068,1526
69002,488
69000,890
68880,523
68826,2103
68820,1274
68770,2283
68768,2186
68766,1882
68652,1486
68650,277
68584,278
68580,279
68522,624
68471,631
68470,632
68468,287
68466,288
68464,894
68462,289
68460,290
68410,1499
68408,1500
68406,284
68400,285
68350,2299
68344,283
68342,286
68280,1001
68224,1900
68168,2090
68166,268
68160,1026
67990,292
67982,293
67980,294
67932,2180
67930,260
67928,1234
67926,1361
67920,861
67866,1540
67862,813
67860,983
67802,1281
67800,744
67264,138
67206,1865
67140,273
67090,298
67087,297
67082,913
67080,914
67032,2314
67030,2225
67024,1473
67020,1193
66850,1911
66846,296
66782,1235
66780,179
66668,1502
66666,2104
66610,2193
66606,2014
66600,844
66540,1287
66490,1503
66489,1556
66480,1051
66428,1822
66426,1363
66422,974
66368,2015
66362,780
66360,781
66304,299
66242,826
66120,1033
66070,1910
66068,307
66066,1362
66062,840
66060,992
66010,2163
66008,1921
66002,950
66000,1237
65940,743
65830,1954
65824,315
65772,87
65766,324
65760,1025
65710,326
65708,328
65706,327
65704,325
65702,329
65700,330
65592,1636
65590,1532
65588,1899
65586,338
65584,340
65580,341
65530,334
65527,1162
65526,1163
65520,335
65466,1501
65464,323
65424,1568
65422,2091
65420,2095
65416,2094
65402,1839
65400,1292
65362,168
65360,1862
65352,167
65350,1863
65340,1856
65288,139
65110,2393
65104,1738
65102,1495
65044,1166
65042,1293
64980,1485
64928,675
64922,469
64920,1164
64864,339
64804,1270
64802,351
64800,352
64631,1459
64630,336
64624,357
64622,358
64620,359
64570,2313
64568,236
64564,362
64562,361
64500,767
64390,2252
64388,365
64382,1238
64220,1692
64218,2386
64210,1272
64208,2238
64206,461
64204,1737
64202,2382
64082,978
64080,1224
64020,730
63970,1460
63968,1295
63966,371
63964,370
63960,375
63910,1507
63904,1178
63900,997
63842,374
63728,1637
63726,1465
63724,254
63722,893
63720,1294
63664,353
63660,354
63608,1493
63606,1880
63602,1239
63548,1508
63542,666
63540,667
63370,1504
63362,271
63360,742
63308,2190
63304,1506
63302,363
63300,364
63246,1399
63242,1470
63240,741
63066,337
63062,1170
62820,1027
62770,808
62764,971
62714,1971
62712,1803
62704,2319
62646,2281
62582,372
62580,373
62520,369
62470,2105
62462,938
62402,460
62400,1225
62286,367
62230,2081
62228,2172
62222,376
62170,2051
62164,366
62162,652
62160,1195
62040,791
61982,377
61980,378
61930,2192
61928,2171
61922,945
61920,1627
61866,1798
61864,1286
61862,1273
61860,803
61810,2191
61808,1539
61804,1680
61800,312
61748,1565
61746,1566
61742,379
61686,1586
61680,948
61632,2339
61628,1332
61626,303
61624,1226
61622,676
61390,2137
61384,970
61382,1227
61200,380
61022,1230
61020,1029
60970,2247
60964,1231
60960,1167
60909,234
60902,957
60900,1019
60782,1228
60780,740
60724,154
60606,2117
60604,1546
60600,1291
60550,1828
60544,1232
60542,839
60540,1233
60368,349
60366,348
60360,350
60306,161
60300,162
60250,2236
60240,1236
60186,355
60180,759
60129,2268
60128,2269
60126,1760
60127,2272
60125,2267
60124,2273
60122,2271
60123,2270
60120,1745
60121,2066
60010,1903
60008,275
60006,651
60002,1269
60000,1268
59950,1461
59948,368
59946,1456
59944,979
59942,940
59824,2170
59762,947
59760,309
59706,2134
59702,1290
59640,1580
59586,1840
59528,1430
59524,765
59522,1285
59466,824
59464,1217
59460,1153
59412,2052
59410,1406
59404,1289
59400,1571
59290,1457
59222,1431
59220,998
59164,1491
59162,750
59104,1267
59102,1266
59100,1405
59042,385
58982,1476
58980,1378
58924,333
58922,384
58872,2341
58868,2229
58866,345
58864,864
58808,1432
58806,1646
58800,391
58748,2215
58744,383
58742,386
58740,387
58690,389
58688,388
58680,390
58630,392
58628,393
58620,394
58562,596
58560,606
58504,752
58020,1588
57904,1403
57902,1288
57900,661
57842,1572
57840,1573
57780,1543
57730,1333
57726,1106
57720,929
57668,697
57660,398
57610,395
57600,397
57548,674
57542,399
57490,84
57484,969
57485,623
57483,2233
57482,1552
57480,1265
57420,402
57310,2414
57304,396
57302,403
57300,404
57256,83
57254,2360
57244,1433
57240,405
57130,2274
57128,2147
57124,2054
57120,566
57002,410
57000,411
56944,1972
56940,409
56772,2055
56768,1338
56766,344
56762,412
56760,413
56408,1356
56406,1264
56402,416
56350,2155
56342,418
56340,419
56288,1339
56280,420
56160,1935
56110,2383
56108,1881
56102,417
55982,1622
55980,793
55928,1736
55926,2072
55922,477
55864,415
55804,1931
55800,1647
55746,2157
55578,2235
55576,2243
55574,2343
55572,972
55570,1434
55566,1436
55564,1435
55562,1545
55560,1437
55500,1284
55446,2189
55444,1480
55440,872
55382,1263
55380,1411
55328,2019
55320,424
55208,723
55206,2194
55202,729
55200,407
55146,295
55020,1810
54968,2122
54962,1772
54912,2148
54910,1343
54906,39
54904,291
54902,898
54900,899
54852,2338
54848,2131
54846,158
54784,434
54782,1201
54780,1031
54720,935
54672,731
54660,900
54602,1283
54600,174
54548,656
54546,1373
54544,302
54490,2020
54488,2275
54422,621
54190,1936
54186,145
54184,432
54182,431
54180,977
54122,347
54120,952
54006,1756
54002,1262
53942,1261
53886,235
53880,1128
53820,757
53760,201
53704,638
53648,1597
53590,1587
53588,1344
53586,1365
53584,856
53580,831
53520,1192
53464,2135
53290,1908
53286,272
53282,486
53220,1598
53168,2182
53164,1260
53162,1428
53048,1956
53046,1321
53044,807
53042,525
53040,1322
53004,166
53002,2306
52996,645
52992,164
52990,165
52986,2297
52984,2301
52980,1740
52742,951
52740,1599
52682,2282
52628,1600
52562,1259
52560,679
52510,1827
52508,2108
52506,2083
52504,2239
52382,665
52380,1581
52208,2409
52204,1258
52202,462
52144,1401
52142,941
52090,2064
52082,853
52020,308
51904,2187
51846,219
51844,220
51786,756
51784,1203
51722,316
51720,317
51548,1384
51540,1315
51488,2376
51484,1257
51366,2226
51364,2379
51308,2321
51306,2320
51304,1398
51186,2188
51184,2237
51180,776
51132,1603
51130,2342
51128,1604
51060,787
51002,2195
50940,626
50884,2399
50844,1439
50836,1438
50834,1282
50832,1197
50828,1601
50822,700
50820,1256
50768,1345
50766,1366
50712,2240
50710,1341
50708,1340
50706,775
50642,1255
50526,796
50524,217
50404,2302
50346,1606
50340,1016
50288,2213
50282,1913
50232,2158
50228,1346
50226,670
50220,1323
50110,2365
50104,1280
50102,860
50100,1044
50042,1602
50040,622
49980,1757
49926,346
49924,2300
49860,1574
49682,1254
49680,1253
49512,1784
49508,136
49506,266
49504,1279
49500,1278
49320,934
49264,1243
49260,664
49200,1611
49142,2322
49086,1324
49082,1277
49080,1131
49030,1825
49028,1348
49020,1252
48962,454
48790,2305
48788,1347
48784,1379
48780,1613
48720,1242
48668,1933
48664,1464
48600,1575
48544,2398
48486,682
48482,1251
48480,1198
48300,1002
48242,1250
48192,2149
48190,640
48188,180
48186,1367
48140,1779
48138,1249
48128,2073
48126,2074
48122,2075
48120,703
47944,1482
47942,1105
47884,724
47826,1368
47822,458
47820,1151
47768,2345
47762,1183
47580,1152
47528,1350
47526,1369
47524,92
47522,476
47460,310
47340,772
47222,1248
47164,1559
47106,1377
47104,794
46804,1247
46802,728
46800,672
46568,1334
46566,1335
46380,1478
46320,270
46266,1376
46264,2127
46260,1400
46028,2311
46024,1385
46020,560
45966,1788
45908,319
45904,320
45900,321
45780,1101
45728,1937
45726,1351
45720,855
45602,863
45600,1129
45488,2160
45480,318
45426,2098
45422,1246
45420,1191
45364,2278
45362,1245
45310,1804
45306,2021
45180,175
45004,1244
44946,2116
44940,1079
44880,660
44824,322
44768,2022
44760,1028
44702,1663
44640,597
44586,1484
44520,555
44462,1767
44460,1189
44344,2150
44342,1474
44108,2126
44106,827
44048,1390
44046,2023
43990,2024
43982,1440
43980,406
43930,2025
43922,176
43864,1140
43818,1462
43812,1312
43808,2056
43806,2057
43804,2058
43800,2059
43750,2309
43742,481
43630,704
43506,708
43502,1241
43500,1620
43452,2350
43440,1698
43390,1823
43386,252
43384,1240
43324,232
43264,1396
43260,400
43200,711
43142,866
43140,865
43080,1836
43030,2323
43028,1441
42960,1052
42840,851
42780,789
42726,2026
42724,255
42720,681
42666,1811
42664,1313
42608,105
42606,1317
42600,1127
42540,580
42484,1734
42428,2359
42426,2133
42424,437
42422,1149
42420,557
42368,2290
42366,15
42362,423
42300,311
42242,2303
42188,2324
42186,1325
42182,1326
42180,553
42128,1352
42126,1370
42120,306
42062,901
42060,1036
42004,280
42002,1842
42000,2154
41942,1468
41940,537
41880,408
41820,1327
41466,1371
41460,1607
41410,1890
41408,2210
41406,1681
41407,1843
41404,1678
41405,1639
41402,2404
41400,1683
41401,2077
41346,1920
41344,648
41280,985
41224,1815
41220,300
41102,1927
40924,212
40860,939
40744,2016
40742,2027
40686,1372
40684,805
40682,1547
40680,788
40622,1662
40620,588
40568,2028
40562,1640
40508,2013
40506,1579
40500,1142
40382,1442
