Contest, Part, Sub-Part, Name, Rating
52204,870,C,Maximum splitting,1300
51722,862,B,Mahmoud and Ehab and the bipartiteness,1300
50642,844,B,Rectangles,1300
50400,840,A,Leha and Function,1300
49682,828,B,Black Square,1300
49262,821,B,Okabe and Banana Trees,1300
49202,820,B,Mister B and Angle in Polygon,1300
48842,814,B,An express train to reveries,1300
48602,810,B,Summer sell-off,1300
48482,808,B,Average Sleep Time,1300
48422,807,B,T-Shirt Hunt,1300
47882,798,B,Mike and strings,1300
47762,796,B,Find The Bone,1300
47522,792,B,Counting-out Rhyme,1300
47222,787,B,Not Afraid,1300
46622,777,B,Game of Credit Cards,1300
46202,770,B,Maximize Sum of Digits,1300
45662,761,B,Dasha and friends,1300
45304,755,C,PolandBall and Forest,1300
45002,750,B,New Year and North Pole,1300
44824,747,C,Servers,1300
44400,740,A,Alyona and copybooks,1300
43814,730,H,Delete Them,1300
43320,722,A,Broken Clock,1300
42962,716,B,Complete the Word,1300
42422,707,B,Bakery,1300
41410,690,F1,Tree of Life (easy),1300
41404,690,C1,Brain Network (easy),1300
40862,681,B,Economy Game,1300
40382,673,B,Problems for Round,1300
40204,670,C,Cinema,1300
39904,665,C,Simple Strings,1300
39660,661,A,Lazy Caterer Sequence,1300
39542,659,B,Qualifying Contest,1300
39182,653,B,Bear and Compressing,1300
38040,634,A,Island Puzzle,1300
37982,633,B,A Trivial Problem,1300
37826,630,N,Forecast,1300
37810,630,F,Selection of Personnel,1300
37684,628,C,Bear and String Distance,1300
37682,628,B,New Skateboard,1300
37562,626,B,Cards,1300
37504,625,C,K-special Tables,1300
37262,621,B,Wet Shark and Bishops,1300
37022,617,B,Chocolate,1300
36720,612,A,The Text Splitting,1300
36662,611,B,New Year and Old Property,1300
36602,610,B,Vika and Squares,1300
36002,600,B,Queries about less or equal elements,1300
35882,598,B,Queries on a String,1300
35282,588,B,Duff in Love,1300
35162,586,B,Laurenty and Shop,1300
34742,579,B,Finding Team Member,1300
34380,573,A,Bear and Poker,1300
34322,572,B,Order Book,1300
34202,570,B,Simple Game,1300
34022,567,B,Berland National Library,1300
33482,558,B,Amr and The Large Array,1300
32706,545,D,Queue,1300
31560,526,A,King of Thieves,1300
31144,519,C,A and B and Team Training,1300
30902,515,B,Drazil and His Happy Friends,1300
30542,509,B,Painting Pebbles,1300
30482,508,B,Anton and currency you all know,1300
29580,493,A,Vasya and Football,1300
29162,486,B,OR in Matrix,1300
29102,485,B,Valuable Resources,1300
28682,478,B,Random Teams,1300
28562,476,B,Dreamoon and WiFi,1300
28322,472,B,Design Tutorial: Learn from Life,1300
28262,471,B,MUH and Important Things,1300
28142,469,B,Chat Online,1300
27722,462,B,Appleman and Card Game,1300
27542,459,B,Pashmak and Flowers,1300
27062,451,B,Sort the Array,1300
27002,450,B,Jzzhu and Sequences,1300
26220,437,A,The Child and Homework,1300
25740,429,A,Xor-tree,1300
25562,426,B,Sereja and Mirroring,1300
24962,416,B,Art Union,1300
24782,413,B,Spyke Chatting,1300
22682,378,B,Semifinals,1300
22562,376,B,I.O.U.,1300
22262,371,B,Fox Dividing Cheese,1300
22202,370,B,Berland Bingo,1300
21122,352,B,Jeff and Periods,1300
20820,347,A,Difference Row,1300
19920,332,A,Down the Hatch!,1300
19802,330,B,Road Construction,1300
19082,318,B,Strings of Power,1300
18722,312,B,Archer,1300
18660,311,A,The Closest Pair,1300
18242,304,B,Calendar,1300
18180,303,A,Lucky Permutation Triple,1300
17880,298,A,Snow Footprints,1300
17462,291,B,Command Line Arguments,1300
17280,288,A,Polo the Penguin and Strings,1300
16562,276,B,Little Girl and Game,1300
16262,271,B,Prime Matrix,1300
15422,257,B,Playing Cubes,1300
15060,251,A,Points on Line,1300
14762,246,B,Increase and Decrease,1300
14460,241,A,Old Peykan,1300
14280,238,A,Not Wool Sequences,1300
14162,236,B,Easy Number Challenge,1300
14044,234,C,Weather,1300
13802,230,B,T-primes,1300
13620,227,A,Where do I Turn?,1300
13322,222,B,Cosmic Tables,1300
13262,221,B,Little Elephant and Numbers,1300
13200,220,A,Little Elephant and Problem,1300
12902,215,B,Olympic Medal,1300
12182,203,B,Game on Paper,1300
11702,195,B,After Training,1300
11520,192,A,Funky Numbers,1300
11342,189,B,Counting Rhombi,1300
11340,189,A,Cut Ribbon,1300
11282,188,B,A + Reverse B,1300
11100,185,A,Plant,1300
10862,181,B,Number of Triplets,1300
10380,173,A,Rock-Paper-Scissors,1300
10266,171,D,Broken checker,1300
10262,171,B,Star,1300
9660,161,A,Dress'em in Vests!,1300
9486,158,D,Ice Sculptures,1300
9122,152,B,Steps,1300
8820,147,A,Punctuation,1300
8762,146,B,Lucky Mask,1300
8642,144,B,Meeting,1300
8100,135,A,Replacement,1300
7920,132,A,Turing Tape,1300
7380,123,A,Prime Permutation,1300
7020,117,A,Elevator,1300
5942,99,B,Help Chef Gerasim,1300
5762,96,B,Lucky Numbers (easy),1300
5642,94,B,Friends,1300
5522,92,B,Binary Number,1300
5100,85,A,Domino,1300
4980,83,A,Magical Array,1300
4262,71,B,Progress Bar,1300
4200,70,A,Cookies,1300
3960,66,A,Petya and Java,1300
3840,64,A,Factorial,1300
3720,62,A,A Student's Dream,1300
3662,61,B,Hard Work,1300
3600,60,A,Where Are My Flakes?,1300
3482,58,B,Coins,1300
3420,57,A,Square Earth?,1300
3362,56,B,Spoilt Permutation,1300
3240,54,A,Presents,1300
3060,51,A,Cheaterius's Problem,1300
2644,44,C,Holidays,1300
2584,43,C,Lucky Tickets,1300
2464,41,C,Email address,1300
2400,40,A,Find Color,1300
2354,39,H,Multiplication Table,1300
2350,39,F,Pacifist frogs,1300
2342,39,B,Company Income Growth,1300
2160,36,A,Extra-terrestrial Intelligence,1300
2044,34,C,Page Numbers,1300
1622,27,B,Tournament,1300
1500,25,A,IQ test,1300
244,4,C,Registration System,1300
96364,1606,C,Banknotes,1400
96304,1605,C,Dominant Character,1400
96018,1600,J,Robot Factory,1400
94746,1579,D,Productive Meeting,1400
94382,1573,B,Swaps,1400
93546,1559,D1,Mocha and Diana (Easy Version),1400
93063,1551,B2,Wonderful Coloring - 2,1400
92880,1548,A,Web of Lies,1400
92400,1540,A,Great Graphs,1400
92104,1535,C,Unstable String,1400
91562,1526,B,I Hate 1111,1400
91208,1520,E,Arranging The Sheep,1400
91144,1519,C,Berland Regional,1400
91024,1517,C,Fillomino 2,1400
90904,1515,C,Phoenix and Towers,1400
90782,1513,B,AND Sequences,1400
90366,1506,D,Epic Transformation,1400
90304,1505,C,Fibonacci Words,1400
89642,1494,B,Berland Crossword,1400
89408,1490,E,Accidental Victory,1400
88504,1475,C,Ball in Berland,1400
88084,1468,C,Berpizza,1400
87782,1463,B,Find The Array,1400
87726,1462,D,Add to Neighbour and Remove,1400
87662,1461,B,Find the Spruce,1400
87182,1453,B,Suffix Operations,1400
87122,1452,B,Toy Blocks,1400
87064,1451,C,String Equality,1400
86584,1443,C,The Delivery Dilemma,1400
85862,1431,B,Polycarp and the Language of Gods,1400
85622,1427,B,Chess Cheater,1400
85510,1425,F,Flamingoes of Mystery,1400
85500,1425,A,Arena of Greed,1400
85264,1421,C,Palindromifier,1400
84904,1415,C,Bouncing Ball,1400
84482,1408,B,Arrays Sum,1400
83582,1393,B,Applejack and Storages,1400
82804,1380,C,Create The Teams,1400
82802,1380,B,Universal Solution,1400
82504,1375,C,Element Extermination,1400
82446,1374,D,Zero Remainder Array,1400
82204,1370,C,Number Game,1400
82144,1369,C,RationalLee,1400
81904,1365,C,Rotation Matching,1400
81782,1363,B,Subsequence Hate,1400
81724,1362,C,Johnny and Another Rating Drop,1400
81306,1355,D,Game With Array,1400
81244,1354,C1,Simple Polygon Embedding,1400
81064,1351,C,Skier,1400
81002,1350,B,Orac and Models,1400
80882,1348,B,Phoenix and Beauty,1400
80762,1346,B,Boot Camp,1400
79922,1332,B,Composite Coloring,1400
79802,1330,B,Dreamoon Likes Permutations,1400
79446,1324,D,Pair of Topics,1400
79200,1320,A,Journey Planning,1400
78962,1316,B,String Modification,1400
78724,1312,C,Adding Powers,1400
78182,1303,B,National Project,1400
77520,1292,A,NEKO's Maze Game,1400
77104,1285,C,Fadi and LCM,1400
77042,1284,B,New Year and Ascent Sequence,1400
76922,1282,B1,K for the Price of One (Easy Version),1400
76744,1279,C,Stack of Presents,1400
76560,1276,A,As Simple as One and Two,1400
76204,1270,C,Make Good,1400
75964,1266,C,Diverse Matrix,1400
75784,1263,C,Everyone is a Winner!,1400
75782,1263,B,PIN Codes,1400
75362,1256,B,Minimize the Permutation,1400
75182,1253,B,Silly Mistake,1400
75062,1251,B,Binary Palindromes,1400
75000,1250,A,Berstagram,1400
74704,1245,C,Constanze's Machine,1400
73682,1228,B,Filling the Grid,1400
72902,1215,B,The Number of Products,1400
72840,1214,A,Optimal Currency Exchange,1400
72064,1201,C,Maximum Median,1400
72004,1200,C,Round Corridor,1400
71824,1197,C,Array Splitting,1400
71704,1195,C,Basketball Exercise,1400
71400,1190,A,Tokitsukaze and Discard Items,1400
71344,1189,C,Candies!,1400
71042,1184,B1,The Doctor Meets Vader (Easy),1400
70986,1183,D,Candy Box (easy version),1400
70984,1183,C,Computer Game,1400
70024,1167,C,News Distribution,1400
70022,1167,B,Lost Numbers,1400
69722,1162,B,Double Matrix,1400
69360,1156,A,Inscribed Figures,1400
69244,1154,C,Gourmet Cat,1400
68646,1144,D,Equalize Them All,1400
68584,1143,C,Queen,1400
67862,1131,B,Draw!,1400
67804,1130,C,Connect,1400
66602,1110,B,Tape,1400
66486,1108,D,Diverse Garland,1400
66180,1103,A,Grid game,1400
66122,1102,B,Array K-Coloring,1400
65824,1097,C,Yuhao and a Parenthesis,1400
65704,1095,C,Powers Of Two,1400
65464,1091,C,New Year and the Sphere Transmission,1400
65284,1088,C,Ehab and a 2-operation task,1400
64080,1068,A,Birthday,1400
63964,1066,C,Books Queries,1400
63662,1061,B,Views Matter,1400
63422,1057,B,DDoS,1400
62770,1046,F,Splitting money,1400
62764,1046,C,Space Formula,1400
60542,1009,B,Minimum Ternary String,1400
60244,1004,C,Sonya and Robots,1400
60072,1001,G,Oracle for f(x) = k-th element of x,1400
60066,1001,D,Distinguish plus state and minus state,1400
60064,1001,C,Generate GHZ state,1400
60062,1001,B,Generate Bell state,1400
59702,995,B,Suit and Tie,1400
59642,994,B,Knights of a Polygonal Table,1400
59284,988,C,Equal Sums,1400
59224,987,C,Three displays,1400
58864,981,C,Useful Decomposition,1400
58688,978,E,Bus Video System,1400
58626,977,D,"Divide by three, multiply by two",1400
58504,975,C,Valhalla Siege,1400
57724,962,C,Make a Square,1400
57664,961,C,Chessboard,1400
57486,958,D1,Hyperspace Jump (easy),1400
57480,958,A1,Death Stars (easy),1400
57302,955,B,Not simply beatiful strings,1400
57242,954,B,String Typing,1400
56402,940,B,Our Tanya is Crying Out Loud,1400
56222,937,B,Vile Grasshoppers,1400
56040,934,A,A Compatible Pair,1400
55740,929,A,Прокат велосипедов,1400
55682,928,B,Chat,1400
55204,920,C,Swap Adjacent Elements,1400
54664,911,C,Three Garlands,1400
54422,907,B,Tic-Tac-Toe,1400
53884,898,C,Phone Numbers,1400
53284,888,C,K-Dominant Character,1400
52082,868,B,Race Against Time,1400
51900,865,A,Save the problem!,1400
51062,851,B,Arpa and an exam about geometry,1400
50580,843,A,Sorting by Subsequences,1400
50280,838,A,Binary Blocks,1400
48962,816,B,Karen and Coffee,1400
48484,808,C,Tea Party,1400
48242,804,B,Minimum number of steps,1400
48180,803,A,Maximal Binary Matrix,1400
48138,802,J,Send the Fool Further! (easy),1400
47942,799,B,T-shirt buying,1400
47822,797,B,Odd sum,1400
46206,770,D,Draw Brackets!,1400
45722,762,B,USB vs. PS/2,1400
45720,762,A,k-th divisor,1400
45422,757,B,Bash's Big Day,1400
44884,748,C,Santa Claus and Robot,1400
44702,745,B,Hongcow Solves A Puzzle,1400
43624,727,C,Guess the Array,1400
43142,719,B,Anatoly and Cockroaches,1400
42780,713,A,Sonya and Queries,1400
42662,711,B,Chris and Magic Square,1400
42602,710,B,Optimal Point on a Line,1400
42182,703,B,Mishka and trip,1400
41942,699,B,One Bomb,1400
41880,698,A,Vacations,1400
41822,697,B,Barnicle,1400
41340,689,A,Mike and Cellphone,1400
40986,683,D,Chocolate Bar,1400
40740,679,A,Bear and Prime 100,1400
40622,677,B,Vanya and Food Processor,1400
40502,675,B,Restoring Painting,1400
40206,670,D1,Magic Powder - 1,1400
39902,665,B,Shopping,1400
39120,652,A,Gabriel and Caterpillar,1400
39000,650,A,Watchmen,1400
38462,641,B,Little Artem and Matrix,1400
38224,637,C,Promocodes with Mistakes,1400
37922,632,B,"Alice, Bob, Two Teams",1400
37822,630,L,Cracking the Code,1400
37814,630,H,Benches,1400
36842,614,B,Gena's Code,1400
36724,612,C,Replace To Make Regular Bracket Sequence,1400
36242,604,B,More Cowbell,1400
36122,602,B,Approximating a Constant Range,1400
34864,581,C,Developing Skills,1400
33002,550,B,Preparing Olympiad,1400
32882,548,B,Mike and Fun,1400
32764,546,C,Soldier and Cards,1400
32642,544,B,Sea and Islands,1400
32282,538,B,Quasi Binary,1400
32280,538,A,Cutting Banner,1400
32042,534,B,Covered Path,1400
31562,526,B,Om Nom and Dark Park,1400
31502,525,B,Pasha and String,1400
31384,523,C,Name Quest,1400
31202,520,B,Two Buttons,1400
31082,518,B,Tanya and Postcard,1400
30904,515,C,Drazil and Factorial,1400
30842,514,B,Han Solo and Lazer Gun,1400
30782,513,B1,Permutations,1400
30422,507,B,Amr and Pins,1400
30302,505,B,Mr. Kitayuta's Colorful Graph,1400
29582,493,B,Vasya and Wrestling,1400
29524,492,C,Vanya and Exams,1400
29344,489,C,Given Length and Sum of Digits...,1400
29100,485,A,Factory,1400
28744,479,C,Exams,1400
28742,479,B,Towers,1400
28502,475,B,Strongly Connected City,1400
28324,472,C,Design Tutorial: Make It Nondeterministic,1400
28200,470,A,Crystal Ball Sequence,1400
26882,448,B,Suffix Structures,1400
26702,445,B,DZY Loves Chemistry,1400
26462,441,B,Valera and Fruits,1400
26224,437,C,The Child and Toy,1400
26162,436,B,Om Nom and Spiders,1400
26102,435,B,Pasha Maximizes,1400
25802,430,B,Balls Game,1400
25024,417,C,Football,1400
25022,417,B,Crash,1400
24960,416,A,Guess a number!,1400
24842,414,B,Mashmokh and ACM,1400
24784,413,C,Jeopardy!,1400
24122,402,B,Trees in a Row,1400
24064,401,C,Team,1400
23280,388,A,Fox and Box Accumulation,1400
23162,386,B,"Fly, freebies, fly!",1400
22744,379,C,New Year Ratings Change,1400
22142,369,B,Valera and Contest,1400
21784,363,C,Fixing Typos,1400
21542,359,B,Permutation,1400
21480,358,A,Dima and Continuous Line,1400
21422,357,B,Flag Day,1400
20222,337,B,Routine Problem,1400
20100,335,A,Banana,1400
20042,334,B,Eight Point Sets,1400
19860,331,A1,Oh Sweet Beaverette,1400
18961,316,A2,Special Task,1400
18900,315,A,Sereja and Bottles,1400
18784,313,C,Ilya and Matrix,1400
17700,295,A,Greg and Array,1400
17406,290,D,Orange,1400
17400,290,A,Mysterious strings,1400
17342,289,B,Polo the Penguin and Matrix,1400
17160,286,A,Lucky Permutation,1400
17040,284,A,Cows and Primitive Roots,1400
16742,279,B,Books,1400
16740,279,A,Point on Spiral,1400
16620,277,A,Learning Languages,1400
16322,272,B,Dima and Sequence,1400
16202,270,B,Multithreading,1400
15660,261,A,Maxim and Discounts,1400
15600,260,A,Adding Digits,1400
15182,253,B,Physics Practical,1400
14882,248,B,Chilly Willy,1400
14708,245,E,Mishap in Club,1400
13982,233,B,Non-square Equation,1400
13682,228,B,Two Tables,1400
13560,226,A,Flying Saucer Segments,1400
13142,219,B,Special Offer! Super Price 999 Bourles!,1400
12302,205,B,Little Elephant and Sorting,1400
12184,203,C,Photographer,1400
11882,198,B,Jumping on Walls,1400
11822,197,B,Limit,1400
11290,188,F,Binary Notation,1400
11288,188,E,HQ9+,1400
11284,188,C,LCM,1400
10926,182,D,Common Divisors,1400
10804,180,C,Letter,1400
10502,175,B,Plane of Tanks: Pro,1400
10500,175,A,Robot Bicorn Attack,1400
10442,174,B,File List,1400
9544,159,C,String Manipulation 1.0,1400
9540,159,A,Friends or Not,1400
9484,158,C,Cd and pwd commands,1400
9124,152,C,Pocket Book,1400
9000,150,A,Win or Freeze,1400
8462,141,B,Hopscotch,1400
7864,131,C,The World is a Theatre,1400
7802,130,B,Gnikool Ssalg,1400
7500,125,A,Measuring Lengths in Baden,1400
7442,124,B,Permutations,1400
7210,120,F,Spiders,1400
7208,120,E,Put Knight!,1400
7206,120,D,Three Sons,1400
6660,111,A,Petya and Inequiations,1400
6482,108,B,Datatypes,1400
6420,107,A,Dorm Water Supply,1400
6004,100,C,A+B,1400
4860,81,A,Plug-in,1400
4742,79,B,Colorful Field,1400
4620,77,A,Heroes,1400
3602,60,B,Serial Time!,1400
2716,45,I,TCMCF+++,1400
2648,44,E,Anfisa the Monkey,1400
2520,42,A,Guilty --- to the kitchen!,1400
2462,41,B,Martian Dollar,1400
2284,38,C,Blinds,1400
1800,30,A,Accounting,1400
1562,26,B,Regular Bracket Sequence,1400
1440,24,A,Ring road,1400
1140,19,A,World Football Cup,1400
482,8,B,Obsession with Robots,1400
94744,1579,C,Ticks,1500
94518,1575,J,Jeopardy of Dropped Balls,1500
94144,1569,C,Jury Meeting,1500
93724,1562,C,Rings,1500
93186,1553,D,Backspace,1500
93122,1552,B,Running for Gold,1500
93064,1551,C,Interesting Story,1500
92828,1547,E,Air Conditioners,1500
92700,1545,A,AquaMoon and Strange Sort,1500
92522,1542,B,Plus and Multiply,1500
92290,1538,F,Interesting Function,1500
92164,1536,C,Diluc and Kaeya,1500
91564,1526,C1,Potions (Easy Version),1500
90962,1516,B,AGAGA XOOORRR,1500
90906,1515,D,Phoenix and Socks,1500
90368,1506,E,Restoring the Permutation,1500
89944,1499,C,Minimum Grid Path,1500
89524,1492,C,Maximum width,1500
89410,1490,F,Equalize the Array,1500
89226,1487,D,Pythagorean Triples,1500
89224,1487,C,Minimum Ties,1500
89162,1486,B,Eastern Exhibition,1500
88922,1482,B,Restore Modulo,1500
88384,1473,C,No More Inversions,1500
87966,1466,D,13th Labour of Heracles,1500
87728,1462,E1,Close Tuples (easy version),1500
87664,1461,C,Random Events,1500
86640,1444,A,Division,1500
86340,1439,A1,Binary Table (Easy Version),1500
86164,1436,C,Binary Search,1500
85866,1431,D,Used Markers,1500
85566,1426,D,Non-zero Segments,1500
85147,1419,D2,Sage's Birthday (hard version),1500
85144,1419,C,Killjoy,1500
85084,1418,C,Mortal Kombat Tower,1500
84960,1416,A,k-Amazing Numbers,1500
84546,1409,D,Decrease the Sum of Digits,1500
84484,1408,C,Discrete Acceleration,1500
84240,1404,A,Balanced Bitstring,1500
84004,1400,C,Binary String Reconstruction,1500
83946,1399,D,Binary String To Subsequences,1500
83822,1397,B,Power Sequence,1500
83464,1391,C,Cyclic Permutations ,1500
83344,1389,C,Good String,1500
83106,1385,D,a-Good String,1500
82742,1379,B,Dubious Cyrpto,1500
82740,1379,A,Acacius and String,1500
82324,1372,C,Omkar and Baseball,1500
82084,1368,C,Even Picture,1500
82082,1368,B,Codeforces Subsequences,1500
81964,1366,C,Palindromic Paths,1500
81130,1352,F,Binary String Reconstruction,1500
81128,1352,E,Special Elements,1500
80400,1340,A,Nastya and Strange Generator,1500
80280,1338,A,Powered Addition,1500
79924,1332,C,K-Complete Word,1500
79566,1326,D1,Prefix-Suffix Palindrome (Easy version),1500
79504,1325,C,Ehab and Path-etic MEXs,1500
79382,1323,B,Count Subrectangles,1500
78784,1313,C1,Skyscrapers (easy version),1500
78424,1307,C,Cow and Message,1500
78244,1304,C,Air Conditioner,1500
78062,1301,B,Motarack's Birthday,1500
77940,1299,A,Anu Has a Function,1500
77766,1296,D,Fight with Monsters,1500
77764,1296,C,Yet Another Walking Robot,1500
77222,1287,B,Hyperset,1500
76984,1283,C,Friends and Gifts,1500
76682,1278,B,A and B,1500
76326,1272,D,Remove One Element,1500
76142,1269,B,Modulo Equality,1500
75840,1264,A,Beautiful Regional Contest,1500
75786,1263,D,Secret Passwords,1500
75366,1256,D,Binary String Minimizing,1500
75184,1253,C,Sweets Eating,1500
75022,1250,L,Divide The Students,1500
75014,1250,H,Happy Birthday,1500
74945,1249,C2,Good Numbers (hard version),1500
74520,1242,A,Tile Painting,1500
74162,1236,B,Alice and the List of Presents,1500
74044,1234,C,Pipes,1500
73090,1218,F,Workout plan,1500
72904,1215,C,Swap Letters,1500
72786,1213,D1,Equalizing by Division (easy version),1500
72662,1211,B,Traveling Around the Golden Ring of Berland,1500
72544,1209,C,Paint the Digits,1500
72482,1208,B,Uniqueness,1500
72424,1207,C,Gas Pipeline,1500
72188,1203,E,Boxers,1500
72062,1201,B,Zero Array,1500
71766,1196,D1,RGB Substring (easy version),1500
71764,1196,C,Robot Breakout,1500
71706,1195,D1,Submarine in the Rybinsk Sea (easy edition),1500
71166,1186,D,Vus the Cossack and Numbers,1500
70862,1181,B,Split a Number,1500
70802,1180,B,Nick and Array,1500
70740,1179,A,Valeriy and Deque,1500
70686,1178,D,Prime Graph,1500
70142,1169,B,Pairs,1500
70026,1167,D,Bicolored RBS,1500
69964,1166,C,A Tale of Two Lands,1500
69782,1163,B1,Cat Party (Easy Edition),1500
69480,1158,A,The Party and Sweets,1500
69246,1154,D,Walking Robot,1500
68820,1147,A,Hide and Seek,1500
68466,1141,D,Colored Boots,1500
68464,1141,C,Polycarp Restores Permutation,1500
68344,1139,C,Edgy Trees,1500
68164,1136,C,Nastya Is Transposing Matrices,1500
67986,1133,D,Zero Quantity Maximization,1500
67144,1119,C,Ramesses and Corner Inversion,1500
66940,1115,U1,Anti-diagonal unitary,1500
66842,1114,B,Yet Another Array Partitioning Task,1500
66604,1110,C,Meaningless Operations,1500
66366,1106,D,Lunar New Year and a Wander,1500
66362,1106,B,Lunar New Year and Food Ordering,1500
66304,1105,C,Ayoub and Lost Array,1500
66126,1102,D,Balanced Ternary String,1500
66068,1101,E,Polycarp's New Job,1500
66064,1101,C,Division and Union,1500
65352,1089,G,Guest Student,1500
65044,1084,C,The Fair Nut and String,1500
64864,1081,C,Colorful Bricks,1500
64862,1081,B,Farewell Party,1500
64804,1080,C,Masha and two friends,1500
64214,1070,H,BerOS File Suggestion,1500
64210,1070,F,Debate,1500
63962,1066,B,Heaters,1500
63722,1062,B,Math,1500
63244,1054,C,Candies Distribution,1500
63064,1051,C,Vasya and Multisets,1500
62584,1043,C,Smallest Word,1500
61862,1031,B,Curiosity Has No Limits,1500
60720,1012,A,Photo of The Sky,1500
60600,1010,A,Fly,1500
60306,1005,D,Polycarp and Div 3,1500
60128,1002,E1,Bernstein-Vazirani algorithm,1500
60120,1002,A3,Generate superposition of two basis states,1500
60002,1000,B,Light It Up,1500
59820,997,A,Convert to Ones,1500
59466,991,D,Bishwock,1500
59464,991,C,Candies,1500
59404,990,C,Bracket Sequences Concatenation Problem,1500
59104,985,C,Liebig's Barrels,1500
58924,982,C,Cut 'em all!,1500
58690,978,F,Mentors,1500
58686,978,D,Almost Arithmetic Progression,1500
58628,977,E,Cyclic Components,1500
58564,976,C,Nested Segments,1500
57602,960,B,Minimize the error,1500
57544,959,C,Mahmoud and Ehab and the wrong algorithm,1500
57490,958,F1,Lightsabers (easy),1500
56404,940,C,Phone Numbers,1500
55800,930,A,Peculiar apple-tree,1500
55572,926,G,Large Bouquets,1500
54484,908,C,New Year and Curling,1500
54060,901,A,Hashing Trees,1500
53460,891,A,Pride,1500
53224,887,C,Solution for Cube,1500
53044,884,C,Bertown Subway,1500
52988,883,E,Field of Wonders,1500
52622,877,B,Nikita and string,1500
52502,875,B,Sorting the Coins,1500
52382,873,B,Balanced Substring,1500
52084,868,C,Qualification Rounds,1500
51846,864,D,Make a Permutation!,1500
51844,864,C,Bus,1500
51782,863,B,Kayaking,1500
51544,859,C,Pie Rules,1500
51484,858,C,Did you mean...,1500
51482,858,B,Which floor?,1500
51302,855,B,Marvolo Gaunt's Ring,1500
51180,853,A,Planning,1500
50820,847,A,Union of Doubly Linked Lists,1500
50760,846,A,Curriculum Vitae,1500
50704,845,C,Two TVs,1500
50344,839,C,Journey,1500
50224,837,C,Two Seals,1500
49506,825,D,Suitable Replacement,1500
49264,821,C,Okabe and Boxes,1500
49022,817,B,Makes And The Product,1500
48724,812,C,Sagheer and Nubian Market,1500
48540,809,A,Do you want a date?,1500
46446,774,D,Lie or Truth,1500
46262,771,B,Bear and Different Names,1500
46260,771,A,Bear and Friendship Condition,1500
46204,770,C,Online Courses In BSU,1500
45664,761,C,Dasha and Password,1500
45602,760,B,Frodo and pillows,1500
44944,749,C,Voting,1500
44882,748,B,Santa Claus and Keyboard Check,1500
44766,746,D,Green and Black Tea,1500
44640,744,A,Hongcow Builds A Nation,1500
44584,743,C,Vladik and fractions,1500
44522,742,B,Arpa’s obvious problem and Mehrdad’s terrible solution,1500
43442,724,B,Batch Sort,1500
42604,710,C,Magic Odd Square,1500
42542,709,B,Checkpoints,1500
42424,707,C,Pythagorean Triples,1500
42124,702,C,Cellular Network,1500
42122,702,B,Powers of Two,1500
42064,701,C,They Are Everywhere,1500
41760,696,A,Lorenzo Von Matterhorn,1500
41405,690,C2,Brain Network (medium),1500
41220,687,A,NP-Hard Problem,1500
40624,677,C,Vanya and Label,1500
40564,676,C,Vasya and String,1500
40562,676,B,Pyramid of Glasses,1500
40207,670,D2,Magic Powder - 2,1500
39546,659,D,Bicycle Race,1500
38580,643,A,Bear and Colors,1500
38282,638,B,Making Genome in Berland,1500
37820,630,K,Indivisibility,1500
37204,620,C,Pearls in a Row,1500
36840,614,A,Link/Cut Tree,1500
36664,611,C,New Year and Domino,1500
36544,609,C,Load Balancing,1500
36482,608,B,Hamming Distance Sum,1500
35942,599,B,Spongebob and Joke,1500
35220,587,A,Duff and Weight Lifting,1500
35042,584,B,Kolya and Tanya ,1500
34804,580,C,Kefa and Park,1500
34802,580,B,Kefa and Company,1500
34560,576,A,Vasya and Petya's Game,1500
34442,574,B,Bear and Three Musketeers,1500
34140,569,A,Music,1500
33970,566,F,Clique in the Divisibility Graph,1500
33422,557,B,Pasha and Tea,1500
33300,555,A,Case of Matryoshkas,1500
33180,553,A,Kyoya and Colored Balls,1500
33004,550,C,Divisibility by Eight,1500
33000,550,A,Two Substrings,1500
32704,545,C,Woodcutters,1500
31804,530,C,Diophantine equation,1500
31800,530,A,Quadratic equation,1500
31624,527,C,Glass Carving,1500
31622,527,B,Error Correct System,1500
31382,523,B,Mean Requests,1500
31204,520,C,DNA Alignment,1500
30602,510,B,Fox And Two Dots,1500
30064,501,C,Misha and Forest,1500
29764,496,C,Removing Columns,1500
29762,496,B,Secret Combination,1500
29640,494,A,Treasure,1500
29402,490,B,Queue,1500
28080,468,A,24 Game,1500
27602,460,B,Little Dima and Equation,1500
27300,455,A,Boredom,1500
26582,443,B,Kolya and Tandem Repeat,1500
26464,441,C,Valera and Tubes ,1500
26222,437,B,The Child and Set,1500
26160,436,A,Feed with Candy,1500
25500,425,A,Sereja and Swaps,1500
25020,417,A,Elimination,1500
24902,415,B,Mashmokh and Tokens,1500
24840,414,A,Mashmokh and Numbers,1500
24554,409,H,A + B Strikes Back,1500
24242,404,B,Marathon,1500
24124,402,C,Searching for Graph,1500
24004,400,C,Inna and Huge Candy Matrix,1500
23042,384,B,Multitasking,1500
22442,374,B,Inna and Nine,1500
22020,367,A,Sereja and Algorithm ,1500
21720,362,A,Two Semiknights Meet,1500
21482,358,B,Dima and Text Messages,1500
21360,356,A,Knight Tournament,1500
21240,354,A,Vasya and Robot,1500
21002,350,B,Resort,1500
20700,345,A,Expecting Trouble,1500
